sample_index,label,base_score,top_deleted_score,random_deleted_score,comprehensiveness,random_comprehensiveness,sufficiency,random_sufficiency,top_terms
44,look_and_feel,0.44843051450660915,0.44210729048168895,0.44838147759105246,0.006323224024920193,4.903691555668832e-05,-0.06768134572815182,0.0032656138780128297,"shall use, and, use"
44,usability,0.4644672235055396,0.4540567666556678,0.46461564084126694,0.010410456849871796,-0.0001484173357273466,-0.1255341387718566,0.0013601087517767785,"use, and, by"
45,security,0.6259367413395833,0.5077826035848001,0.6013756904389717,0.11815413775478323,0.02456105090061167,-0.14223266035918336,0.14741368395778054,"only, access, authorized"
46,legal,0.6175126104778385,0.5511615828991577,0.5906447276778185,0.06635102757868072,0.02686788280001995,0.13083119050559516,0.18583868746656396,"disputes, conform to, conform"
47,legal,0.6432874610415134,0.41672818705743914,0.5849031285127672,0.22655927398407422,0.0583843325287462,-0.13020182706790495,0.14693468171205204,"comply with, comply, with"
48,operability,0.43558910549084434,0.43558910549084434,0.4355891054908444,0.0,-5.551115123125783e-17,0.0,-4.066527744317483e-06,"not, the system, shall not"
49,maintainability,0.4253917224376985,0.41177729716313516,0.42487411531110403,0.013614425274563358,0.0005176071265944882,-0.023184846959818206,0.007408538249303709,"maintenance, within the, will"
50,maintainability,0.413843257636319,0.4117779394697357,0.41394207594016313,0.002065318166583341,-9.881830384411705e-05,-0.008101781061085833,6.882453995815663e-05,"new, maximum, movies"
50,scalability,0.40536418046585126,0.4046148140894415,0.40556716756162053,0.0007493663764097658,-0.0002029870957692692,-0.011707977416103965,-0.0005387099525919758,"support, movies, to"
51,legal,0.40713331055419283,0.40713331055419283,0.40713554198030044,0.0,-2.231426107612844e-06,-0.0043551107316785465,-0.0005490562889082784,"all, must, that"
51,maintainability,0.41177729716313516,0.41177729716313516,0.41177813789872403,0.0,-8.407355888695456e-07,0.0,-0.0003461792802613717,"must be, case, dispute"
52,usability,0.5818571335966669,0.5249309334593932,0.5709400050393356,0.056926200137273675,0.01091712855733129,0.026753818353372538,0.1143285268285858,"use, minutes, be able"
53,security,0.5204512687137871,0.46674867232990147,0.5112297604946516,0.05370259638388564,0.009221508219135477,-0.075885626009081,0.05511015525600843,"access, authorized, authorized users"
54,look_and_feel,0.4541701708910418,0.4431559214899018,0.4531008069346104,0.011014249401139986,0.0010693639564313684,-0.041629491995702705,0.007470557134330258,"the website, pages, website"
54,usability,0.4600547534173112,0.45924066785991696,0.45946952160546123,0.0008140855573942618,0.0005852318118499955,0.0051784972653907135,0.00408248706082337,"only, the website, pages"
55,security,0.5500770089244742,0.46894023686737846,0.5381293081339528,0.08113677205709574,0.011947700790521432,-0.13920906063002303,0.07792451679445717,"only, authorized, information"
56,usability,0.5819390174433251,0.5226520769867308,0.5724577767512968,0.05928694045659433,0.00948124069202827,-0.05222042537600191,0.10426451444555257,"use, to use, and"
57,fault_tolerance,0.39909117449370546,0.39909117449370546,0.39909117449370546,0.0,0.0,-8.735313615781948e-06,-0.0002355603795182737,"data, able, able to"
58,availability,0.41795775977666,0.41795775977666,0.41795775977665994,0.0,5.551115123125783e-17,0.0,-0.0003481628622613586,"with, database, all"
58,operability,0.5205990660677766,0.466345754010109,0.5169971137881446,0.05425331205766759,0.0036019522796320036,-0.051350085331715256,0.06526395234460397,"interface with, with, database"
58,portability,0.482787332023112,0.43661051320315314,0.47496675156694523,0.04617681881995889,0.007820580456166792,-0.032901072322455704,0.07895146349996746,"product must, on, systems"
59,security,0.5049596159892392,0.4647681321293594,0.5014751415959166,0.040191483859879806,0.0034844743933226674,-0.2395692821260783,0.048557621799470096,"only, access, can"
60,legal,0.5446791346594732,0.4186973075872996,0.536894085192652,0.12598182707217354,0.007785049466821126,-0.20423672029695972,0.08819567164383024,"comply with, comply, shall comply"
60,look_and_feel,0.4503713356578068,0.4419923225093722,0.44984531299015407,0.008379013148434589,0.0005260226676527258,-0.03542718223428598,0.002386472245976212,"comply with, comply, shall comply"
61,legal,0.40713331055419283,0.40713331055419283,0.4071333105541929,0.0,-5.551115123125783e-17,-2.1493189501509136e-05,-0.00020123926524745483,"stream, can, day"
61,security,0.4581297223048267,0.4488533293715307,0.4602012518414152,0.009276392933295963,-0.0020715295365885122,-0.08979715863265708,0.00044265254163161627,"only, can, within"
62,operability,0.4400306417152386,0.4356281844047854,0.44004468467844915,0.0044024573104531894,-1.4042963210558757e-05,-0.0416289496782965,-0.0024509647685069247,"shall interface, interface, time"
63,look_and_feel,0.44248884340407646,0.4419923225093722,0.44290694635210803,0.0004965208947042554,-0.00041810294803157344,-0.013779512569043362,-0.002179738486517646,"display, shall be, interface"
63,portability,0.407754540562345,0.39276504949681346,0.40607162629894183,0.014989491065531546,0.001682914263403168,-0.10284886408693977,0.001828602896033038,"any, on, computer"
64,security,0.582784412360095,0.4884639926026174,0.5675005668355193,0.09432041975747762,0.015283845524575734,-0.18538498933867165,0.10030169176616244,"only, access, authorized"
65,look_and_feel,0.442234125123596,0.4419923225093722,0.44233730051597725,0.00024180261422379612,-0.00010317539238124951,-0.0592012429259981,-0.001071071329478035,"interface, that, and"
65,operability,0.43558934106105435,0.43558910549084434,0.43573390499933573,2.3557021000542022e-07,-0.00014456393828138348,-0.013873507519253203,-0.0010118203100271117,"interface, user, must be"
66,usability,0.47454607434186324,0.460028289206083,0.4717434864640549,0.014517785135780226,0.002802587877808349,-0.030893447849272615,0.01660579664769618,"after, and, customers"
67,maintainability,0.41177729716313516,0.41177729716313516,0.411849550681983,0.0,-7.225351884782016e-05,0.0,-0.0005658358676468578,"the administrator, website, the website"
67,security,0.44892039347212337,0.4488533293715307,0.4491115872504441,6.706410059265089e-05,-0.0001911937783207196,-0.0010510362842299226,-0.0006769311971827618,"administrator, at, itself"
68,scalability,0.41487383951133816,0.4046148140894415,0.4160453730306484,0.010259025421896661,-0.0011715335193102638,-0.052769476408144445,0.00024763227720348,"simultaneous, support, 50"
69,availability,0.5318685901033112,0.44882657677492616,0.5064364462377167,0.08304201332838507,0.02543214386559456,-0.009635957972153886,0.08435903605159073,"99, time, shall achieve"
70,usability,0.4810303034987103,0.46435212448386026,0.47529608439841636,0.016678179014850025,0.005734219100293925,0.002356288284304231,0.017485173603223603,"by, training, the system"
71,look_and_feel,0.44609978165052877,0.44285885315080736,0.44629000050419343,0.003240928499721407,-0.00019021885366465874,-0.009297483790649097,0.0011742962800994072,"the website, website, on"
71,performance,0.4995978651347325,0.46476024343506395,0.4917636586770508,0.03483762169966853,0.00783420645768168,-0.04134251356696206,0.04679472986517014,"minutes, within, able to"
71,usability,0.5119537575236427,0.4831658508390551,0.5047014146956008,0.028787906684587583,0.00725234282804188,0.0064181962654674685,0.044879012535556984,"minutes, within minutes, be able"
72,operability,0.436188997874394,0.43558910549084434,0.43623823079934554,0.0005998923835496828,-4.9232924951514434e-05,-0.01099470760499155,-0.0008200060925185881,"washing process, washing, must"
73,look_and_feel,0.46016679059125193,0.44686585000793033,0.4570744605767272,0.013300940583321597,0.0030923300145247468,-0.00662099808504607,0.013067107527111654,"table, that, according to"
74,performance,0.5096274772140661,0.46503309889105265,0.5004155092041409,0.04459437832301344,0.009211968009925187,0.009441922631289068,0.04896149284915985,"time, in an, an acceptable"
75,performance,0.45219359384010865,0.4407682453772891,0.4543676851298081,0.011425348462819562,-0.0021740912896994202,-0.041216312655736165,-0.016914635869788697,"seconds, 60 seconds, 60"
76,look_and_feel,0.4419923225093722,0.4419923225093722,0.44199232250937215,0.0,5.551115123125783e-17,0.0,-0.00042814817061148647,"support, have, to"
76,security,0.4534939426563198,0.4488533293715307,0.45405679935156745,0.004640613284789097,-0.0005628566952476377,-0.04387894081342042,0.0008283215953500678,"access, access to, registered"
76,usability,0.46209774363190076,0.4594703065810773,0.46152476169525836,0.002627437050823467,0.0005729819366424027,0.004698422701900129,0.004124519777579216,"minutes, support, within minutes"
77,availability,0.7987360023305332,0.6781716383022302,0.76932309864924,0.12056436402830306,0.029412903681293234,0.16872951913296597,0.3314865347764154,"available, per, be available"
78,availability,0.5444494641662029,0.4485650698553895,0.5319577433724342,0.09588439431081336,0.012491720793768701,-0.13520431140379952,0.10632980608301179,"available, be available, hours"
79,security,0.45007965542740164,0.4488533293715307,0.4509145646569468,0.0012263260558709188,-0.0008349092295451555,-0.0328837546035563,-0.018065244398605962,"only, for, shall be"
80,security,0.4764389039290916,0.45124738267065745,0.47677512761902685,0.025191521258434157,-0.00033622368993524443,-0.26808999418622603,0.011357617166195932,"only, access, can"
81,portability,0.5056449180950924,0.4197354428588508,0.4796028580908046,0.0859094752362416,0.02604206000428777,-0.08190352973664228,0.08998980014343244,"operating, any, on"
82,legal,0.6137183420733886,0.41876791572328853,0.5591668207410755,0.19495042635010007,0.05455152133231311,-0.14974484117829379,0.11705701258162632,"comply with, comply, standards"
82,security,0.4491823882317837,0.4488533293715307,0.44950535790598506,0.00032905886025297315,-0.0003229696742013677,-0.006142230580955754,-0.0009825574577276286,"will, will comply, with"
83,operability,0.43885356620600063,0.43558910549084434,0.4389807250661114,0.003264460715156292,-0.00012715886011077648,-0.03897083280472535,0.0008027192654963544,"used, be used, be"
83,portability,0.395461676400933,0.3927394693046174,0.3959565592428773,0.0027222070963155987,-0.0004948828419443219,-0.020181053507819957,-0.00015292295923768906,"hardware, support, the same"
84,legal,0.5378642925169591,0.47806563835248395,0.525764205427473,0.05979865416447516,0.012100087089486067,0.04868999528055773,0.11007126285639024,"guidelines, specified, in compliance"
85,security,0.4627248512391765,0.44929020127634023,0.4628055051214021,0.013434649962836276,-8.065388222561198e-05,-0.06875426358762393,0.007523205478282502,"only, access, users with"
86,performance,0.4407682453772891,0.4407682453772891,0.44076824537728904,0.0,5.551115123125783e-17,0.0,-0.0003983213887139847,"within, product, the product"
86,scalability,0.46241025568143157,0.4243296352359509,0.45589032724640943,0.03808062044548066,0.006519928435022138,-0.04609366951696103,0.0472104942799767,"number, users, 1000"
87,security,0.4942626303083017,0.4495546912485932,0.4925579320592629,0.04470793905970849,0.001704698249038794,-0.1315773258011746,0.024565354206169954,"only, access, access the"
88,security,0.5241407876082812,0.4712269316965778,0.5194082245169911,0.05291385591170339,0.0047325630912901095,-0.12317505221142544,0.058815143578750784,"only, authorized, only authorized"
89,security,0.6838297247180891,0.5195358742790747,0.6434851743668506,0.16429385043901445,0.04034455035123852,-0.08433967698067768,0.16459224504002656,"only, access, authorized"
90,performance,0.4407682453772891,0.4407682453772891,0.44076824537728904,0.0,5.551115123125783e-17,0.0,-1.1240471239293282e-05,"product, the product, product shall"
90,scalability,0.4069501910253552,0.4061773132713491,0.40699039744937016,0.0007728777540060849,-4.020642401497687e-05,0.0014457134137143002,-6.548110106568972e-05,"and, product shall, as"
90,usability,0.46015541602703847,0.45515284703557113,0.4582272310340148,0.005002568991467338,0.0019281849930236628,-0.003182576400940551,-0.0007344379331867823,"and, shall provide, as"
91,security,0.4569464394710018,0.45235027751334717,0.4553366926503851,0.00459616195765461,0.0016097468206166532,0.0010150493167447316,0.003332395715809622,"malicious, shall be, that"
92,maintainability,0.4332655942483559,0.4144107857619965,0.4298462156099486,0.018854808486359398,0.0034193786384073,-0.011089009044907006,0.012774103260565162,"maintenance, updated, be updated"
93,operability,0.43558910549084434,0.43558910549084434,0.4355891054908444,0.0,-5.551115123125783e-17,-0.00013561100938869197,-0.0009822148618804927,"web, user, of the"
94,performance,0.49814391766762584,0.4430852625114534,0.49410619289828067,0.05505865515617242,0.0040377247693451634,-0.1570856524867506,0.0284204948069533,"seconds, time, within seconds"
95,legal,0.4100882198843534,0.40713331055419283,0.4102949676623432,0.002954909330160571,-0.00020674777798979083,-0.05961582599834869,-0.001007708321430545,"creation, the disputes, disputes"
95,maintainability,0.41177729716313516,0.41177729716313516,0.41177729716313516,0.0,0.0,0.0,-0.00048166294643547936,"disputes, the disputes, 100 of"
96,look_and_feel,0.48003873615346626,0.45097531874303387,0.4768877232725132,0.02906341741043239,0.0031510128809530413,-0.027838499626955615,0.026422080841407458,"look, feel, look and"
97,performance,0.5213524530907468,0.4557925967024449,0.5111837088978498,0.06555985638830197,0.010168744192897039,-0.09663887654516456,0.05621556354422008,"seconds, in, under"
97,usability,0.4871475917413856,0.46591923603175117,0.48251446306716406,0.02122835570963444,0.004633128674221554,-0.012591886639106098,0.022521776442541275,"be able, under, in under"
98,look_and_feel,0.4419923225093722,0.4419923225093722,0.4420290958488317,0.0,-3.6773339459506005e-05,0.0,-0.0003694946317772674,"on, must, be"
98,usability,0.4672884168077086,0.45525864715098757,0.46630176092343123,0.012029769656721034,0.0009866558842773765,-0.049847833620111914,0.0073736209016023735,"be able, able to, 90 of"
99,availability,0.5165599358196856,0.43418092216631643,0.508084192856989,0.08237901365336919,0.008475742962696597,-0.20483479660059578,0.07135184244732551,"available, be available, the time"
100,operability,0.43919753796952055,0.43558910549084434,0.4392804130400533,0.0036084324786762045,-8.287507053272858e-05,-0.019096319521619942,-0.003235976279553743,"web, shall be, of the"
101,security,0.5244296853144925,0.4692950316734822,0.5230667976805907,0.055134653641010334,0.0013628876339017992,-0.12913143872775834,0.06724087737390455,"information, only, authorized"
102,performance,0.5039470273776875,0.4554367183831061,0.49682298778958534,0.048510308994581364,0.007124039588102149,-0.1094861945649338,0.04376550146039404,"seconds, under, in under"
102,usability,0.4684240284394504,0.45723055418102193,0.466870383821203,0.011193474258428482,0.0015536446182474184,-0.03131544994104141,0.008621727260213319,"be able, under, in under"
103,legal,0.42804278867289736,0.41413990112301086,0.4229551609141424,0.0139028875498865,0.005087627758754931,0.00048305999483932993,0.013794531825958856,"color, application, set forth"
103,look_and_feel,0.44447335764938756,0.4419923225093722,0.44462900055163135,0.002481035140015353,-0.00015564290224379107,-0.01501542352431573,0.0004051417906271726,"color, of the, the application"
104,scalability,0.45189286927309064,0.4258128906338081,0.4475745389789541,0.02607997863928252,0.00431833029413653,-0.0007591792942215347,0.03969443953196533,"representatives shall, representatives, services representatives"
104,usability,0.48130892735547454,0.4600981898816562,0.4790697339931002,0.021210737473818353,0.0022391933623743254,-0.12387075786910468,0.019145533517291036,"use, after, and"
105,performance,0.4407682453772891,0.44082384739098596,0.44076824537728904,-5.5602013696864905e-05,5.551115123125783e-17,0.0,-0.00021672492979124547,"product, the product, product shall"
106,availability,0.4874770697143075,0.43258783267195866,0.48055302422804475,0.054889237042348826,0.006924045486262742,-0.1378131912476993,0.055055892651218186,"time, the time, of the"
106,performance,0.6256154581912463,0.5184199496084049,0.6089216405368014,0.10719550858284144,0.016693817654444887,-0.06845813030196557,0.15254306654768923,"seconds, time, than"
107,scalability,0.4276132306320522,0.4057333096061286,0.42473852251306204,0.02187992102592362,0.0028747081189901547,-0.02312745171561026,0.012345422682576712,"000, 100, capable of"
108,look_and_feel,0.4453725876726277,0.4419923225093722,0.4453961895192771,0.0033802651632555136,-2.360184664940146e-05,-0.07480252016411343,-0.0015921614369784343,"the interface, use, interface"
108,usability,0.5804031661785853,0.5131707012252856,0.5746368621159751,0.06723246495329971,0.00576630406261025,-0.04523612608457617,0.10434666156639932,"use, to use, be easy"
109,look_and_feel,0.4686175503518908,0.4439742966566894,0.4620339448192747,0.024643253695201373,0.00658360553261611,-0.008281862371237236,0.015127374395373927,"the website, website, website should"
109,usability,0.45641054839754713,0.45462834011355197,0.4561882724076971,0.001782208283995168,0.00022227598985002928,-0.0002912185683808799,-8.257925887628081e-05,"the website, all, website"
110,look_and_feel,0.46541331500881056,0.4444032851675944,0.45869197512983617,0.021010029841216138,0.006721339878974386,0.0008983532770782121,0.014150076513633147,"professional, appearance, have"
111,availability,0.43182600720837644,0.4190786769142195,0.4290637733169696,0.012747330294156922,0.00276223389140684,-0.013567876775824494,0.006835268632139679,"24, free, system will"
112,performance,0.5075967699656625,0.45378407168775714,0.5017432665218859,0.05381269827790536,0.005853503443776553,-0.19982265865675453,0.04620702344231503,"seconds, than, no"
113,look_and_feel,0.4572173308235246,0.4424197410238831,0.4563085370776293,0.01479758979964152,0.0009087937458953088,-0.07065416178340672,0.008978666042560757,"look, feel, and"
114,operability,0.681426447233124,0.4939448777106383,0.6136236611662526,0.18748156952248568,0.0678027860668714,0.009157404220413778,0.1766725628412259,"interface with, shall interface, with the"
